person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
60,124016,MORTGAGE,0.7,MEDICAL,C,1590,17.91,0.01,N,15,0
56,70116,OTHER,13.7,PERSONAL,B,17820,23.02,0.25,N,4,0
64,150786,OWN,36.0,VENTURE,A,20204,24.18,0.13,Y,12,1
63,73102,MORTGAGE,34.9,VENTURE,D,11800,20.11,0.16,N,18,0
24,174937,OTHER,30.4,EDUCATION,E,19343,16.46,0.11,N,29,0
23,185944,OTHER,7.8,HOMEIMPROVEMENT,C,14966,5.38,0.08,Y,2,0
29,125153,OTHER,24.0,PERSONAL,G,14157,5.03,0.11,N,22,0
43,48647,OTHER,18.4,HOMEIMPROVEMENT,D,31619,5.98,0.65,Y,14,1
29,23528,OWN,29.9,EDUCATION,C,20425,18.6,0.87,Y,22,1
45,143344,OTHER,29.9,DEBTCONSOLIDATION,B,15745,7.1,0.11,Y,23,0
32,68287,MORTGAGE,17.6,VENTURE,A,31746,19.28,0.46,Y,16,0
27,127047,MORTGAGE,11.2,MEDICAL,D,30748,22.72,0.24,Y,23,1
28,111744,OWN,37.7,VENTURE,E,21023,18.93,0.19,N,28,0
51,108129,MORTGAGE,27.4,DEBTCONSOLIDATION,B,19194,21.79,0.18,N,6,0
32,126949,OTHER,31.5,PERSONAL,G,16230,14.52,0.13,N,15,0
38,16559,MORTGAGE,34.9,PERSONAL,G,31958,13.43,1.93,N,4,1
48,101942,OWN,11.9,PERSONAL,C,31379,20.33,0.31,Y,3,0
23,18472,RENT,22.8,MEDICAL,F,2695,20.93,0.15,N,14,1
52,49325,OWN,29.8,DEBTCONSOLIDATION,C,23005,9.88,0.47,N,22,0
43,74487,MORTGAGE,38.2,EDUCATION,G,9028,23.83,0.12,N,3,0
62,13533,RENT,10.4,PERSONAL,G,5656,6.4,0.42,Y,28,1
62,104810,OTHER,3.1,HOMEIMPROVEMENT,F,33390,16.35,0.32,N,28,1
25,32744,RENT,27.3,MEDICAL,E,14592,19.98,0.45,N,27,0
45,121774,RENT,12.5,MEDICAL,D,29904,13.5,0.25,Y,18,0
61,117049,OTHER,26.8,MEDICAL,F,30748,19.66,0.26,N,14,0
44,153539,OWN,28.3,PERSONAL,F,24936,19.24,0.16,N,14,0
58,163660,MORTGAGE,0.7,DEBTCONSOLIDATION,E,4943,10.52,0.03,Y,24,1
34,10946,OWN,23.0,EDUCATION,D,28209,23.17,2.58,Y,12,1
50,188365,OWN,24.9,VENTURE,B,10695,6.34,0.06,Y,13,1
25,149443,OTHER,15.0,MEDICAL,D,20654,14.02,0.14,Y,8,0
25,76409,OTHER,29.3,HOMEIMPROVEMENT,C,11487,10.22,0.15,N,29,0
28,10698,OWN,13.1,MEDICAL,C,7257,5.33,0.68,Y,25,1
52,136052,OWN,33.5,PERSONAL,E,27126,13.27,0.2,N,17,0
33,33638,OWN,36.7,PERSONAL,E,12814,5.17,0.38,N,18,1
37,119683,MORTGAGE,21.4,PERSONAL,C,14265,24.02,0.12,N,22,0
27,138177,MORTGAGE,13.7,HOMEIMPROVEMENT,G,4293,21.18,0.03,N,24,0
24,54776,OTHER,13.2,HOMEIMPROVEMENT,G,7748,12.54,0.14,N,26,0
33,151043,OWN,37.7,PERSONAL,E,14940,11.22,0.1,Y,19,0
22,24545,OWN,38.4,PERSONAL,G,17421,22.32,0.71,Y,10,1
58,55363,MORTGAGE,36.6,PERSONAL,F,24746,16.48,0.45,Y,26,0
57,36635,OWN,2.5,MEDICAL,B,31444,23.09,0.86,N,4,0
38,199721,OTHER,3.5,EDUCATION,A,22280,22.65,0.11,N,13,0
23,26455,MORTGAGE,8.9,EDUCATION,A,20639,10.94,0.78,N,16,0
62,196701,RENT,35.7,HOMEIMPROVEMENT,F,27190,12.21,0.14,N,23,0
40,129699,OTHER,29.7,DEBTCONSOLIDATION,D,16056,19.99,0.12,N,12,0
39,41373,OWN,23.9,PERSONAL,B,27147,23.78,0.66,N,12,1
46,90422,RENT,37.4,DEBTCONSOLIDATION,G,7248,5.46,0.08,Y,24,0
61,109755,RENT,0.7,DEBTCONSOLIDATION,F,35000,17.73,0.32,Y,23,1
27,116036,OWN,16.7,HOMEIMPROVEMENT,B,10457,18.74,0.09,N,13,0
45,54695,OTHER,33.4,HOMEIMPROVEMENT,G,25499,24.09,0.47,Y,18,1
37,140172,RENT,29.8,PERSONAL,C,15599,7.78,0.11,N,17,0
28,154511,OTHER,2.0,EDUCATION,B,10053,5.61,0.07,N,29,0
41,171398,OTHER,29.4,MEDICAL,G,13041,16.13,0.08,Y,6,0
25,87395,MORTGAGE,7.5,DEBTCONSOLIDATION,G,3429,11.62,0.04,Y,24,0
60,145268,OTHER,0.6,VENTURE,A,19376,16.05,0.13,Y,27,0
31,78720,RENT,16.7,MEDICAL,G,20189,22.73,0.26,N,16,0
45,191558,MORTGAGE,1.7,HOMEIMPROVEMENT,A,17354,22.41,0.09,N,15,0
64,78048,OWN,1.4,VENTURE,C,23727,13.63,0.3,Y,9,0
51,149157,OTHER,29.1,VENTURE,C,28390,18.95,0.19,Y,4,1
62,23753,OTHER,25.9,EDUCATION,G,2009,22.69,0.08,Y,27,0
32,155755,OTHER,0.4,MEDICAL,D,18659,18.31,0.12,N,30,0
56,171323,RENT,8.6,PERSONAL,B,22079,7.43,0.13,N,29,0
57,94581,OWN,22.4,DEBTCONSOLIDATION,E,19495,11.16,0.21,Y,10,0
56,22525,MORTGAGE,9.3,VENTURE,B,16187,16.77,0.72,Y,25,1
33,177668,RENT,32.8,MEDICAL,F,14987,7.52,0.08,N,17,1
55,77068,OTHER,32.6,HOMEIMPROVEMENT,F,27623,21.69,0.36,N,14,0
29,165451,OWN,14.7,DEBTCONSOLIDATION,F,12661,22.45,0.08,Y,18,0
65,150645,RENT,30.4,PERSONAL,E,14808,8.09,0.1,N,8,1
52,144804,MORTGAGE,17.1,DEBTCONSOLIDATION,C,28182,14.7,0.19,N,22,0
21,170120,OTHER,11.1,HOMEIMPROVEMENT,B,31933,24.47,0.19,N,20,0
56,134503,MORTGAGE,5.9,EDUCATION,C,13650,6.62,0.1,N,12,0
63,195891,MORTGAGE,24.0,EDUCATION,E,32517,10.49,0.17,N,10,1
63,26874,MORTGAGE,38.8,VENTURE,F,10755,13.57,0.4,N,26,1
61,40884,OTHER,17.0,MEDICAL,B,18078,17.26,0.44,N,27,0
42,178119,OTHER,12.4,PERSONAL,E,26930,13.81,0.15,N,9,0
20,23060,OWN,14.0,HOMEIMPROVEMENT,G,12538,6.22,0.54,Y,14,1
22,32508,MORTGAGE,23.0,DEBTCONSOLIDATION,F,10673,8.45,0.33,N,6,1
37,151937,OWN,12.2,DEBTCONSOLIDATION,E,11470,14.59,0.08,N,19,1
60,146288,MORTGAGE,17.4,DEBTCONSOLIDATION,A,5927,21.09,0.04,Y,10,1
33,61520,MORTGAGE,22.1,PERSONAL,G,22365,22.41,0.36,N,25,1
53,114630,OTHER,39.5,VENTURE,A,23170,11.53,0.2,N,15,0
42,74237,OWN,35.7,PERSONAL,E,29166,14.69,0.39,N,25,0
45,175935,OWN,19.8,PERSONAL,F,22307,19.99,0.13,N,24,0
39,173591,RENT,4.3,DEBTCONSOLIDATION,B,23373,13.18,0.13,Y,27,0
22,54751,RENT,35.2,MEDICAL,C,14754,16.14,0.27,Y,23,0
41,93892,OWN,3.6,EDUCATION,D,12453,13.34,0.13,Y,21,1
50,178125,MORTGAGE,11.5,VENTURE,A,29716,16.22,0.17,Y,28,0
41,31544,RENT,24.3,PERSONAL,D,32171,12.49,1.02,Y,6,1
64,82702,MORTGAGE,3.8,MEDICAL,E,11327,11.78,0.14,Y,15,0
59,151950,OWN,20.8,DEBTCONSOLIDATION,G,16525,15.35,0.11,N,23,0
37,125336,OTHER,17.4,VENTURE,G,21421,16.65,0.17,Y,17,1
40,89427,MORTGAGE,25.9,DEBTCONSOLIDATION,B,20548,9.45,0.23,N,19,0
51,36698,MORTGAGE,34.4,HOMEIMPROVEMENT,B,9731,19.52,0.27,N,26,0
23,137631,OTHER,37.9,DEBTCONSOLIDATION,B,20059,22.3,0.15,N,8,0
49,132321,RENT,39.8,DEBTCONSOLIDATION,A,7695,7.46,0.06,N,22,0
49,69956,MORTGAGE,24.6,MEDICAL,B,5202,21.37,0.07,N,24,0
28,55337,MORTGAGE,37.7,VENTURE,E,22570,13.03,0.41,Y,9,1
61,176167,OTHER,12.4,VENTURE,E,22048,22.51,0.13,N,16,1
62,92332,OWN,9.5,EDUCATION,E,24533,24.33,0.27,N,19,1
63,162586,MORTGAGE,19.4,HOMEIMPROVEMENT,C,32468,12.24,0.2,Y,22,0
22,50732,MORTGAGE,25.1,PERSONAL,G,13175,13.21,0.26,Y,8,0
61,177269,MORTGAGE,17.8,MEDICAL,A,30975,7.04,0.17,N,27,0
48,176094,RENT,10.2,VENTURE,F,32556,19.41,0.18,Y,11,1
42,197077,MORTGAGE,22.9,PERSONAL,E,14705,14.99,0.07,N,13,0
45,19720,RENT,18.5,EDUCATION,E,25947,7.02,1.32,Y,16,1
63,18189,RENT,30.3,VENTURE,F,2811,23.8,0.15,N,20,0
37,160634,RENT,19.6,VENTURE,F,12171,23.88,0.08,N,12,0
45,194453,OWN,4.4,MEDICAL,E,15989,18.29,0.08,N,16,0
35,102521,OWN,31.6,VENTURE,B,24618,22.58,0.24,N,24,0
46,21921,OTHER,2.3,EDUCATION,B,14550,10.4,0.66,Y,8,1
42,37910,OWN,24.5,PERSONAL,C,12923,5.94,0.34,N,29,0
51,176527,MORTGAGE,39.0,EDUCATION,D,27054,22.02,0.15,Y,12,1
56,118539,OTHER,30.7,PERSONAL,F,18065,15.4,0.15,Y,8,0
62,12884,RENT,36.6,DEBTCONSOLIDATION,F,15463,21.09,1.2,N,28,1
29,112192,RENT,20.5,MEDICAL,B,27702,9.75,0.25,N,27,0
36,195477,RENT,5.7,HOMEIMPROVEMENT,G,34781,12.81,0.18,Y,4,0
63,43665,OWN,31.9,EDUCATION,A,17791,17.53,0.41,Y,12,0
44,31655,RENT,23.4,DEBTCONSOLIDATION,E,10117,21.86,0.32,N,14,0
40,128359,MORTGAGE,25.2,MEDICAL,D,24899,19.0,0.19,Y,13,0
40,83443,MORTGAGE,37.0,PERSONAL,E,6893,20.95,0.08,N,4,1
48,59173,RENT,27.5,EDUCATION,A,14005,16.05,0.24,Y,24,0
48,199340,OTHER,20.5,PERSONAL,E,18814,22.24,0.09,Y,10,1
28,53466,RENT,37.8,MEDICAL,F,34724,9.88,0.65,Y,12,1
23,35544,RENT,7.4,EDUCATION,E,14069,23.23,0.4,Y,8,1
50,113518,MORTGAGE,18.7,VENTURE,A,1192,24.83,0.01,N,15,0
54,72190,OTHER,15.1,DEBTCONSOLIDATION,E,24956,5.05,0.35,N,22,0
24,176856,OTHER,7.4,PERSONAL,D,10152,5.84,0.06,N,19,1
39,36995,OTHER,32.6,EDUCATION,A,15323,22.72,0.41,Y,14,0
61,96116,OTHER,10.3,VENTURE,D,20063,7.18,0.21,Y,14,1
65,189486,OWN,24.4,PERSONAL,D,16895,20.92,0.09,Y,20,0
51,179128,RENT,9.2,EDUCATION,C,8003,19.1,0.04,N,23,1
55,28127,MORTGAGE,22.3,PERSONAL,B,26524,24.87,0.94,Y,20,1
20,131207,MORTGAGE,7.0,MEDICAL,B,4889,16.97,0.04,N,25,1
41,55055,OTHER,31.8,EDUCATION,B,7910,13.47,0.14,Y,19,0
49,106164,MORTGAGE,20.6,EDUCATION,G,15698,8.98,0.15,N,19,0
52,88130,OWN,27.3,HOMEIMPROVEMENT,F,5918,5.09,0.07,N,16,0
40,32140,OTHER,12.5,MEDICAL,D,14765,20.43,0.46,N,5,1
30,31361,MORTGAGE,1.9,PERSONAL,B,16526,8.79,0.53,N,13,0
60,162805,OTHER,22.7,PERSONAL,B,22708,21.16,0.14,N,5,0
51,31350,OTHER,28.0,EDUCATION,A,23136,13.22,0.74,N,3,0
39,29323,OWN,10.1,DEBTCONSOLIDATION,D,815,11.6,0.03,N,10,0
34,176354,MORTGAGE,8.4,VENTURE,D,17465,7.31,0.1,N,26,0
49,131841,OTHER,34.3,PERSONAL,D,18837,9.49,0.14,N,22,0
57,197689,OTHER,27.1,DEBTCONSOLIDATION,G,15781,21.86,0.08,N,26,1
34,69191,OWN,10.6,VENTURE,F,30069,11.67,0.43,N,30,0
41,40490,RENT,12.1,MEDICAL,E,3330,16.73,0.08,N,25,0
27,151925,RENT,39.6,VENTURE,A,22841,21.9,0.15,Y,17,1
58,163007,MORTGAGE,32.7,DEBTCONSOLIDATION,C,31781,13.27,0.19,Y,5,1
50,161029,OTHER,15.7,VENTURE,C,19500,18.47,0.12,N,15,0
29,144148,OTHER,6.1,VENTURE,F,14268,10.92,0.1,N,10,0
63,16482,OWN,23.2,HOMEIMPROVEMENT,E,17396,24.13,1.06,N,18,0
46,12990,OTHER,15.2,HOMEIMPROVEMENT,F,12427,23.44,0.96,N,4,1
28,117417,OTHER,1.4,VENTURE,D,30398,13.78,0.26,N,16,1
61,63771,OTHER,5.8,EDUCATION,D,31199,16.79,0.49,N,4,0
25,24463,OTHER,30.4,MEDICAL,A,9020,16.08,0.37,N,7,1
22,116657,OWN,11.5,EDUCATION,B,13121,18.69,0.11,Y,3,0
33,171685,OWN,10.1,VENTURE,A,26788,21.29,0.16,Y,28,0
44,158373,MORTGAGE,28.3,DEBTCONSOLIDATION,A,26637,17.24,0.17,Y,8,0
54,112704,MORTGAGE,31.1,HOMEIMPROVEMENT,C,6420,7.73,0.06,N,9,0
23,18652,OTHER,34.5,MEDICAL,C,22541,10.75,1.21,N,26,0
35,37953,RENT,38.5,DEBTCONSOLIDATION,G,34597,20.67,0.91,N,7,1
39,47531,RENT,13.0,VENTURE,D,20336,24.41,0.43,N,12,0
50,156048,OTHER,22.0,DEBTCONSOLIDATION,D,26510,5.55,0.17,Y,3,1
57,44094,OWN,4.9,PERSONAL,D,2740,23.04,0.06,Y,21,0
40,156848,OTHER,38.6,EDUCATION,E,9132,15.8,0.06,N,20,0
50,51806,OTHER,8.1,DEBTCONSOLIDATION,A,16988,21.03,0.33,N,20,0
46,55529,RENT,19.0,DEBTCONSOLIDATION,E,26209,11.19,0.47,Y,15,1
32,57907,RENT,18.8,PERSONAL,C,5649,19.03,0.1,Y,18,0
41,189509,RENT,6.0,PERSONAL,B,10934,19.61,0.06,Y,4,0
51,104595,MORTGAGE,14.7,MEDICAL,A,26606,10.51,0.25,N,21,0
64,27865,RENT,34.7,MEDICAL,D,27700,7.63,0.99,N,12,0
21,35604,MORTGAGE,6.8,DEBTCONSOLIDATION,F,29815,10.06,0.84,Y,28,1
45,24523,OTHER,21.4,MEDICAL,C,12862,9.03,0.52,N,18,0
29,72366,OWN,15.9,DEBTCONSOLIDATION,F,1185,13.52,0.02,Y,29,1
48,165823,OWN,9.2,VENTURE,D,5446,10.36,0.03,N,18,0
59,176269,OTHER,0.3,MEDICAL,A,7503,16.31,0.04,N,21,0
50,185455,OWN,1.1,EDUCATION,C,5324,16.43,0.03,Y,5,0
29,154102,MORTGAGE,5.1,EDUCATION,F,10290,24.39,0.07,N,28,1
37,160824,OWN,30.2,HOMEIMPROVEMENT,C,33629,8.23,0.21,Y,12,0
60,107505,MORTGAGE,32.4,PERSONAL,D,14328,21.04,0.13,N,4,1
30,15084,OTHER,13.4,VENTURE,C,7754,24.9,0.51,N,7,1
49,72448,OTHER,6.3,EDUCATION,C,5725,15.34,0.08,Y,24,1
39,181215,OTHER,29.1,EDUCATION,G,28958,19.17,0.16,N,17,1
36,87874,OWN,25.4,EDUCATION,F,22953,22.2,0.26,N,18,0
58,108668,MORTGAGE,19.1,MEDICAL,D,20644,9.46,0.19,Y,28,1
56,22288,OWN,10.8,HOMEIMPROVEMENT,F,1729,17.81,0.08,Y,11,1
46,23255,RENT,28.8,HOMEIMPROVEMENT,C,1121,17.03,0.05,N,24,0
34,135273,OTHER,5.1,EDUCATION,D,25531,18.89,0.19,Y,6,1
58,50315,RENT,8.8,HOMEIMPROVEMENT,B,3976,16.91,0.08,Y,24,0
60,25374,RENT,27.2,EDUCATION,D,16341,7.17,0.64,Y,26,1
31,113809,MORTGAGE,36.5,MEDICAL,D,22012,13.42,0.19,Y,30,1
24,146761,MORTGAGE,5.0,HOMEIMPROVEMENT,G,15099,9.35,0.1,N,21,0
37,127538,MORTGAGE,6.5,HOMEIMPROVEMENT,E,16383,21.68,0.13,N,21,0
46,191807,OTHER,31.5,PERSONAL,C,16831,22.26,0.09,Y,27,1
47,52867,MORTGAGE,18.6,EDUCATION,D,21762,5.21,0.41,Y,6,0
21,160640,RENT,28.1,DEBTCONSOLIDATION,A,28832,11.01,0.18,N,15,1
61,91727,MORTGAGE,5.8,HOMEIMPROVEMENT,D,16845,21.84,0.18,N,12,1
23,197275,MORTGAGE,7.0,EDUCATION,A,26750,17.38,0.14,Y,25,0
23,123473,OTHER,38.0,MEDICAL,E,15221,17.44,0.12,N,9,0
45,164004,RENT,11.1,EDUCATION,F,12507,20.82,0.08,N,7,0
55,191905,OWN,13.4,EDUCATION,B,33985,6.97,0.18,Y,9,1
50,70933,MORTGAGE,13.6,DEBTCONSOLIDATION,G,14144,6.01,0.2,Y,15,1
31,49984,MORTGAGE,30.3,MEDICAL,A,25030,8.82,0.5,N,7,1
34,100922,RENT,13.0,PERSONAL,D,3658,7.51,0.04,Y,12,1
21,137788,RENT,14.6,MEDICAL,C,33179,6.08,0.24,N,22,0
23,81665,OWN,6.1,DEBTCONSOLIDATION,G,20105,23.93,0.25,N,11,1
57,172699,OWN,14.9,MEDICAL,G,6241,7.63,0.04,Y,18,0
22,137484,RENT,23.5,EDUCATION,G,23126,23.07,0.17,N,24,0
64,91280,MORTGAGE,37.3,PERSONAL,E,31331,7.2,0.34,N,29,0
42,140069,RENT,35.8,VENTURE,D,15613,8.47,0.11,Y,10,0
21,122874,RENT,29.8,EDUCATION,G,5378,18.43,0.04,N,30,0
47,72245,MORTGAGE,5.3,PERSONAL,D,29061,23.79,0.4,N,3,1
23,92416,OTHER,20.0,MEDICAL,F,28026,16.91,0.3,N,30,1
32,189788,OWN,27.7,VENTURE,A,33607,5.84,0.18,Y,5,1
38,119470,RENT,34.0,DEBTCONSOLIDATION,B,10251,14.71,0.09,Y,19,0
22,83674,OTHER,26.3,VENTURE,B,34775,7.28,0.42,N,24,0
42,33224,MORTGAGE,37.3,HOMEIMPROVEMENT,A,23471,17.55,0.71,N,12,0
55,150588,OWN,15.2,EDUCATION,E,2746,5.24,0.02,Y,24,0
20,199792,RENT,26.9,MEDICAL,D,10614,17.65,0.05,N,8,1
38,14651,OTHER,20.6,DEBTCONSOLIDATION,F,2386,24.19,0.16,Y,3,0
58,126246,MORTGAGE,4.1,MEDICAL,C,19115,17.15,0.15,Y,15,0
25,78213,OTHER,19.2,HOMEIMPROVEMENT,A,28993,12.58,0.37,N,16,0
55,98506,OTHER,35.7,PERSONAL,D,20444,12.09,0.21,Y,13,0
43,115426,OWN,39.9,EDUCATION,G,6359,15.08,0.06,N,8,0
29,14261,RENT,5.4,HOMEIMPROVEMENT,G,23182,13.57,1.63,Y,9,0
65,134994,OTHER,31.8,PERSONAL,F,13611,6.99,0.1,N,24,0
26,165163,OWN,33.6,PERSONAL,C,19057,15.95,0.12,Y,2,0
29,78844,RENT,5.5,MEDICAL,G,19510,11.74,0.25,Y,23,1
41,87538,RENT,20.3,DEBTCONSOLIDATION,F,2890,18.32,0.03,Y,20,0
45,175438,OTHER,9.5,HOMEIMPROVEMENT,D,9354,11.2,0.05,Y,14,1
32,83950,OWN,21.0,DEBTCONSOLIDATION,A,2302,5.6,0.03,Y,11,0
30,171241,MORTGAGE,24.7,EDUCATION,A,32725,18.83,0.19,N,5,0
56,158476,OTHER,12.6,MEDICAL,D,25894,8.05,0.16,N,24,1
26,146804,OTHER,6.3,MEDICAL,B,30144,20.56,0.21,N,3,1
28,75486,RENT,5.2,MEDICAL,A,24897,12.64,0.33,N,16,0
26,58353,MORTGAGE,3.2,MEDICAL,E,3349,21.52,0.06,Y,18,0
30,142865,RENT,13.5,VENTURE,D,28769,5.87,0.2,Y,29,1
57,43315,OTHER,21.1,MEDICAL,G,18549,14.72,0.43,Y,20,1
32,119126,RENT,13.1,VENTURE,D,21665,21.58,0.18,N,11,0
20,47944,OWN,32.0,MEDICAL,F,10276,10.02,0.21,N,8,0
35,130976,OWN,18.5,MEDICAL,C,3223,9.53,0.02,Y,28,0
27,149726,RENT,27.8,VENTURE,F,25446,17.63,0.17,Y,10,0
58,75152,OTHER,0.3,PERSONAL,A,17781,14.08,0.24,Y,29,0
27,36721,OWN,29.3,VENTURE,F,9872,22.77,0.27,N,15,0
62,65422,MORTGAGE,2.5,PERSONAL,B,17659,6.57,0.27,Y,8,0
53,37169,RENT,37.8,HOMEIMPROVEMENT,F,7287,11.24,0.2,N,4,0
34,51044,MORTGAGE,25.4,VENTURE,G,645,11.19,0.01,N,3,0
46,10357,MORTGAGE,31.7,VENTURE,D,7059,10.92,0.68,N,18,1
21,61886,RENT,10.5,MEDICAL,G,26041,10.44,0.42,N,6,0
29,129989,MORTGAGE,26.5,VENTURE,E,18115,20.81,0.14,N,25,1
34,66307,OTHER,10.6,HOMEIMPROVEMENT,F,34923,14.0,0.53,Y,9,0
65,69967,OTHER,29.9,HOMEIMPROVEMENT,C,6330,8.72,0.09,N,11,0
44,14435,OWN,6.7,VENTURE,C,15818,23.81,1.1,Y,13,1
45,73290,RENT,27.4,PERSONAL,A,2253,24.93,0.03,N,22,0
46,34804,OWN,12.9,VENTURE,A,25960,23.62,0.75,Y,3,1
38,146591,OTHER,18.6,MEDICAL,E,25310,20.5,0.17,N,18,1
24,132499,RENT,35.9,EDUCATION,D,7481,5.51,0.06,Y,30,1
49,11029,RENT,17.8,EDUCATION,F,31988,11.26,2.9,N,21,1
32,19692,OTHER,21.1,PERSONAL,A,29489,7.13,1.5,N,28,1
22,82884,RENT,6.8,PERSONAL,C,19283,10.87,0.23,N,12,0
47,127372,MORTGAGE,9.1,EDUCATION,F,34512,11.06,0.27,N,24,0
43,52404,OWN,22.7,PERSONAL,D,2237,21.37,0.04,Y,13,1
20,24523,MORTGAGE,24.7,HOMEIMPROVEMENT,E,12303,12.69,0.5,N,13,1
44,198123,RENT,38.3,HOMEIMPROVEMENT,D,30408,9.71,0.15,N,8,0
39,122085,OWN,10.9,VENTURE,F,10476,23.58,0.09,Y,27,0
55,101487,OTHER,34.3,DEBTCONSOLIDATION,B,10555,22.32,0.1,N,19,0
25,78360,RENT,39.6,EDUCATION,C,13656,20.82,0.17,N,21,0
22,122832,RENT,14.6,HOMEIMPROVEMENT,F,7136,14.55,0.06,Y,28,1
58,42845,RENT,35.2,PERSONAL,D,9429,11.78,0.22,N,24,0
55,170525,OWN,37.4,MEDICAL,G,17734,12.86,0.1,N,8,0
54,191917,OTHER,0.6,MEDICAL,F,21973,12.21,0.11,Y,29,0
58,198048,OWN,10.0,EDUCATION,D,6991,19.49,0.04,N,14,0
57,49561,MORTGAGE,12.9,HOMEIMPROVEMENT,G,4088,11.59,0.08,Y,14,0
20,22559,RENT,31.4,PERSONAL,F,4129,6.66,0.18,N,15,1
24,163464,OTHER,7.7,MEDICAL,G,17039,24.36,0.1,Y,6,0
34,10316,RENT,26.9,HOMEIMPROVEMENT,E,9670,18.1,0.94,Y,18,0
62,108426,RENT,30.6,DEBTCONSOLIDATION,F,27034,14.56,0.25,Y,23,0
24,26085,MORTGAGE,26.6,HOMEIMPROVEMENT,A,32861,18.53,1.26,N,22,1
46,105106,MORTGAGE,29.0,PERSONAL,E,9576,7.53,0.09,Y,26,0
55,45707,OWN,0.8,EDUCATION,G,5848,15.53,0.13,N,28,1
50,110769,RENT,25.5,DEBTCONSOLIDATION,F,15137,21.57,0.14,Y,8,1
27,190952,OTHER,24.3,VENTURE,E,12904,11.34,0.07,Y,15,0
47,81805,RENT,33.5,EDUCATION,B,4938,19.26,0.06,Y,23,1
41,46677,OWN,35.4,DEBTCONSOLIDATION,G,26866,21.1,0.58,Y,7,1
58,73019,OTHER,23.3,HOMEIMPROVEMENT,G,21529,21.91,0.29,Y,7,1
59,118651,MORTGAGE,10.3,DEBTCONSOLIDATION,E,18746,20.2,0.16,Y,27,0
60,122513,OTHER,20.3,PERSONAL,A,20757,20.66,0.17,Y,9,1
36,16372,RENT,12.8,VENTURE,D,6081,21.82,0.37,N,24,1
63,182995,RENT,30.8,VENTURE,F,11437,20.6,0.06,N,21,1
42,161290,RENT,27.5,PERSONAL,F,17961,24.09,0.11,Y,16,1
46,56813,OTHER,15.8,PERSONAL,B,10052,8.81,0.18,N,4,0
20,55930,MORTGAGE,13.8,HOMEIMPROVEMENT,E,32593,14.37,0.58,Y,25,1
56,61266,MORTGAGE,39.1,HOMEIMPROVEMENT,C,23192,6.35,0.38,Y,10,0
37,188831,RENT,2.9,VENTURE,F,14693,24.75,0.08,N,2,1
53,121593,OWN,38.5,VENTURE,F,30844,22.26,0.25,Y,5,1
55,86457,OWN,8.2,PERSONAL,G,1444,15.86,0.02,N,14,0
22,143212,OWN,23.1,EDUCATION,F,17063,24.88,0.12,Y,18,1
30,39001,RENT,35.5,DEBTCONSOLIDATION,F,34690,15.5,0.89,Y,7,1
34,197765,OTHER,39.3,MEDICAL,E,23367,7.99,0.12,Y,17,1
24,171790,OTHER,33.8,HOMEIMPROVEMENT,C,9526,15.9,0.06,N,28,0
47,188750,OWN,19.6,DEBTCONSOLIDATION,D,14219,17.58,0.08,N,4,1
40,102663,MORTGAGE,3.7,DEBTCONSOLIDATION,A,1700,24.14,0.02,Y,3,0
59,89580,MORTGAGE,28.4,EDUCATION,D,11832,9.16,0.13,Y,2,1
20,128435,OWN,5.2,MEDICAL,A,10562,19.92,0.08,Y,2,0
32,185548,MORTGAGE,27.3,DEBTCONSOLIDATION,C,13442,24.92,0.07,N,27,0
27,123964,OWN,34.0,HOMEIMPROVEMENT,A,7830,22.42,0.06,N,9,0
47,170488,OTHER,33.4,VENTURE,F,20524,5.18,0.12,Y,29,1
43,82993,MORTGAGE,2.6,PERSONAL,D,7026,13.72,0.08,N,20,0
21,189771,MORTGAGE,11.6,DEBTCONSOLIDATION,C,2300,7.0,0.01,Y,17,0
29,162071,OTHER,33.2,EDUCATION,E,735,16.73,0.0,N,5,1
20,93322,RENT,26.2,VENTURE,E,27743,6.97,0.3,Y,5,1
30,195689,MORTGAGE,14.9,DEBTCONSOLIDATION,B,11159,7.66,0.06,Y,12,0
55,60621,OTHER,25.9,DEBTCONSOLIDATION,C,15901,12.0,0.26,N,25,0
64,196937,MORTGAGE,19.9,VENTURE,B,22773,19.92,0.12,Y,21,0
26,32790,RENT,36.6,EDUCATION,G,21774,11.39,0.66,N,28,1
48,194581,OWN,16.1,EDUCATION,A,29672,10.53,0.15,Y,9,1
42,149892,RENT,28.3,HOMEIMPROVEMENT,D,8215,21.74,0.05,N,4,0
39,44405,OWN,24.4,EDUCATION,C,22027,24.19,0.5,N,23,0
58,57460,RENT,13.0,MEDICAL,E,27157,13.86,0.47,N,17,0
25,38042,OWN,31.4,HOMEIMPROVEMENT,G,15147,5.37,0.4,N,26,1
46,47433,OTHER,35.0,MEDICAL,G,7320,6.76,0.15,N,2,0
42,149095,OTHER,36.5,PERSONAL,G,7645,22.56,0.05,Y,7,1
33,62800,OTHER,28.4,HOMEIMPROVEMENT,G,25138,6.22,0.4,Y,10,1
63,28441,OWN,26.9,DEBTCONSOLIDATION,E,34330,16.73,1.21,Y,2,1
51,83600,OTHER,36.1,DEBTCONSOLIDATION,A,16649,19.61,0.2,N,20,0
